season,name,major,height,weight,hometown,position,games_played,games_started,solo_tackles,assisted_tackles,total_tackles,tackles_for_loss_yards,sacks_yards,interceptions,pass_deflections,forced_fumbles,fumble_recoveries,blocked_kicks,tackles_for_loss,sacks
2017,"sam, izzy",,71,221,"buford, ga.",lb,14,14,51,33,84,37.0,24.0,0,1,0,0,0,8.0,2.0
2017,"warrior, ryan",,75,245,"fayetteville, ga.",ol,12,12,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0
2017,"glover, kyle",,71,209,"eastman, ga.",lb,10,0,2,0,2,0.0,0.0,0,0,0,0,0,0.0,0.0
2017,"wimberly, brenton",,74,213,"albany, ga.",lb,14,1,29,19,48,1.0,1.0,1,1,0,0,0,1.0,1.0
2017,"portress, tonarius",,71,235,"newnan, ga.",dl,12,12,24,10,34,15.0,13.0,0,2,0,1,0,3.0,2.0
2017,"mccracken, drew",,73,187,"calhoun, ga.",ls,14,0,1,0,1,0.0,0.0,0,0,0,0,0,0.0,0.0
2017,"desmond johnson, jr.",,74,227,"rome, ga.",dl,14,14,21,15,36,26.0,9.0,0,0,0,1,0,8.0,2.0
2017,"nwadike, chiaza",,75,286,"riverdale, ga.",ol,7,2,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0
2017,"jones, luther",,72,296,"blairsville, ga.",ol,11,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0
2017,"frank, matt",,75,300,"fairburn, ga.",ol,12,12,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0
2017,"pughsley, devin",,73,236,"hoover, ala.",dl,14,0,8,2,10,1.0,0.0,0,0,0,0,0,1.0,0.0
2017,"genovese, jordan",,77,190,"alpharetta, ga.",,14,0,1,0,1,0.0,0.0,0,0,0,0,0,0.0,0.0
2017,"walker, jordan",,74,180,"savannah, ga.",wr,11,1,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0
2017,"thompson, justin",,70,156,"evans, ga.",,14,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0
2017,"alufohai, auzoyah",,76,322,"alpharetta, ga.",dl,14,14,15,16,31,3.0,0.0,0,2,0,1,0,1.5,0.0
2017,"davis, abdul",,75,258,"macon, ga.",dl,11,0,4,5,9,3.0,0.0,0,0,0,0,0,2.0,0.0
2017,"arrasmith, kyle",,77,257,"navarre, fla.",dl,10,0,1,0,1,0.0,0.0,0,0,0,0,0,0.0,0.0
2017,"miller, barclay",,72,240,"denham springs, la.",dl,3,0,1,0,1,0.0,0.0,0,0,0,0,0,0.0,0.0
2017,"young, braylon",,72,246,"alcoa, tenn.",dl,3,0,2,2,4,0.0,0.0,0,0,0,0,0,0.0,0.0
2017,"billingslea, mckenzie",,76,273,"powder springs, ga.",dl,14,13,18,5,23,15.0,11.0,1,1,0,0,1,4.0,2.0
2017,"marcus, justin",,75,238,"macon, ga.",dl,14,2,8,8,16,32.0,30.0,0,0,0,1,0,5.5,4.0
