season,name,major,height,weight,hometown,position,games_played,games_started,solo_tackles,assisted_tackles,total_tackles,tackles_for_loss_yards,sacks_yards,interceptions,pass_deflections,forced_fumbles,fumble_recoveries,blocked_kicks,tackles_for_loss,sacks
2017,"walker, dorian",,72,196,"tallulah, la.",db,14,7,30,10,40,6.0,1.0,2,5,1,0,0,5.0,1.0
2017,"roman, keon",,72,181,"miami, fla.",db,13,7,21,7,28,0.0,0.0,4,8,0,0,0,0.0,0.0
2017,"burks, chandler",,70,187,"douglasville, ga.",qb,14,14,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0
2017,"david, daniel",,73,214,"hoschton, ga.",qb,6,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0
2017,"bryant, tommy",,73,190,"tuscaloosa, ala.",qb,6,0,0,1,1,0.0,0.0,0,0,0,0,0,0.0,0.0
2017,"reed, tj",,69,173,"daphne, ala.",rb,14,2,2,0,2,0.0,0.0,0,0,0,0,0,0.0,0.0
2017,"ralls, akebren",,70,171,"forsyth, ga.",db,14,14,34,5,39,8.0,0.0,3,15,2,0,0,3.0,0.0
2017,"sumpter, justin",,75,214,"tyrone, ga.",wr,14,14,1,0,1,0.0,0.0,0,0,0,0,0,0.0,0.0
2017,"harper, xavier",,72,190,"hoschton, ga.",wr,12,12,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0
2017,"carter, duronte",,72,184,"covington, ga.",db,13,0,2,1,3,0.0,0.0,0,0,0,0,0,0.0,0.0
2017,"trawick, tremayne",,76,186,"savannah, ga.",db,14,0,2,0,2,0.0,0.0,0,0,0,0,0,0.0,0.0
2017,"bostick, paris",,73,221,"tampa, fla.",lb,10,1,20,4,24,13.0,11.0,1,2,0,0,0,3.0,2.0
2017,"white, jace",,73,185,"dallas, ga.",db,12,12,44,7,51,1.0,0.0,3,7,1,0,0,1.0,0.0
2017,"henkle, taylor",,71,192,"marietta, ga.",db,14,14,41,16,57,6.0,0.0,3,5,1,2,0,3.5,0.0
2017,"chivers, trey",,71,210,"carrollton, ga.",rb,14,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0
2017,"outlaw, sam",,73,213,"cumming, ga.",rb,7,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0
2017,"holland, darnell",,70,190,"bowdon, ga.",rb,14,13,4,1,5,0.0,0.0,0,0,0,0,0,0.0,0.0
2017,"abisoye, adesola",,70,186,"loganville, ga.",db,4,0,0,0,0,0.0,0.0,0,0,0,0,1,0.0,0.0
2017,"rechsteiner, bronson",,72,223,"acworth, ga.",rb,14,0,1,0,1,0.0,0.0,0,0,0,0,0,0.0,0.0
2017,"clabough, dustin",,72,189,"alcoa, tenn.",db,13,1,6,5,11,1.0,0.0,1,1,0,0,0,0.5,0.0
2017,"white, myles",,72,182,"warner robins, ga.",rb,14,0,3,0,3,0.0,0.0,0,0,0,0,0,0.0,0.0
2017,"terrance  bulock, jr.",,70,174,"marietta, ga.",db,11,0,4,4,8,0.0,0.0,0,0,0,0,0,0.0,0.0
2017,"birdsall, bert",,71,170,"chesterfield, mo.",db,14,1,10,2,12,0.0,0.0,0,2,0,0,0,0.0,0.0
2017,"snowden, nicolas",,71,187,"snellville, ga.",db,13,0,7,0,7,0.0,0.0,0,0,0,1,0,0.0,0.0
2017,"moore, peyton",,74,239,"hoschton, ga.",dl,12,0,8,1,9,14.0,11.0,0,1,1,0,0,3.0,2.0
2017,"armstrong, bryson",,71,201,"marietta, ga.",lb,14,14,85,29,114,79.0,78.0,3,10,3,4,1,12.5,11.0
2017,"byrd, austin",,75,244,"calhoun, ga.",te,12,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0
2017,"anthony gore, jr.",,72,209,"statesboro, ga.",lb,14,13,50,23,73,35.0,26.0,2,2,2,0,0,6.5,3.0
2017,"ficklin, kevin",,66,183,"dacula, ga.",rb,11,0,0,1,1,0.0,0.0,0,0,0,0,0,0.0,0.0
