season,name,major,height,weight,hometown,position,games_played,games_started,solo_tackles,assisted_tackles,total_tackles,tackles_for_loss_yards,sacks_yards,interceptions,pass_deflections,forced_fumbles,fumble_recoveries,blocked_kicks,tackles_for_loss,sacks
2018,"snowden, nicolas",,71,189,"snellville, ga.",db,10,0,4,1,5,2.0,0.0,0,2,0,0,0,1.5,0.0
2018,"patrick, charlie",,72,215,"atlanta, ga.",lb,12,8,40,15,55,25.0,6.0,0,2,1,0,0,10.5,1.0
2018,"armstrong, bryson",,71,212,"marietta, ga.",lb,13,13,56,19,75,28.0,11.0,1,3,0,0,0,10.0,2.5
2018,"ness, jack",,72,203,"buford, ga.",lb,10,0,3,2,5,4.0,0.0,0,0,0,0,0,2.0,0.0
2018,"ficklin, kevin",,66,187,"dacula, ga.",rb,13,0,4,1,5,0.0,0.0,0,0,0,0,0,0.0,0.0
2018,"henderson, troy",,71,223,"cleveland, ohio",lb,3,0,1,3,4,2.0,0.0,0,0,0,0,0,1.0,0.0
2018,"anthony gore, jr.",,72,201,"statesboro, ga.",lb,13,13,62,18,80,84.0,58.0,0,1,2,0,0,17.0,6.0
2018,"mills, courtney",,73,240,"powder springs, ga.",lb,7,0,8,1,9,4.0,1.0,0,0,0,0,0,1.5,0.5
2018,"jones, randy",,66,176,"elberton, ga.",rb,5,0,2,0,2,0.0,0.0,0,0,0,0,0,0.0,0.0
2018,"jones, tanner",,70,174,"kennesaw, ga.",db,11,0,8,2,10,2.0,0.0,0,0,0,0,0,1.0,0.0
2018,"glover, kyle",,71,204,"eastman, ga.",rb,12,1,0,1,1,0.0,0.0,0,0,0,0,0,0.0,0.0
2018,"bates, chance",,72,248,"muscle shoals, ala.",lb,12,4,15,7,22,1.0,0.0,0,0,0,0,0,1.0,0.0
2018,"moore, tyler",,73,259,"phenix city, ala.",dl,10,0,10,4,14,9.0,4.0,0,0,0,0,0,3.0,1.5
2018,"allen, kelcy",,73,267,"smith station, ala.",,2,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0
2018,"butcher, andrew",,75,262,"alpharetta, ga.",dl,13,13,22,12,34,30.0,10.0,0,0,0,3,0,9.0,1.5
2018,"paxton, terrell",,72,304,"stone mountain, ga.",ol,3,0,0,1,1,0.0,0.0,0,0,0,0,0,0.0,0.0
2018,"desmond johnson, jr.",,74,233,"rome, ga.",dl,13,13,24,9,33,37.0,16.0,0,0,2,1,0,8.5,2.0
2018,"mccracken, drew",,73,195,"calhoun, ga.",ls,13,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0
2018,"katina, zion",,74,282,"franklin, tenn.",ol,3,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0
2018,"montgomery, brenden",,74,285,"hoschton, ga.",dl,2,0,2,0,2,1.0,0.0,0,0,0,0,0,1.0,0.0
2018,"nwadike, chiaza",,75,290,"riverdale, ga.",ol,13,11,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0
2018,"scott, desmond",,72,305,"pinson, ala.",dl,13,0,10,7,17,4.0,0.0,0,0,0,0,0,2.5,0.0
2018,"pughsley, devin",,73,236,"hoover, ala.",ol,13,10,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0
2018,"henderson, sean",,73,181,"norcross, ga.",k,4,0,1,3,4,2.0,0.0,0,0,0,0,0,1.0,0.0
2018,"jackson, adrian",,74,221,"hoschton, ga.",te,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0
2018,"walker, jordan",,74,178,"savannah, ga.",wr,9,3,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0
2018,"thompson, justin",,70,168,"evans, ga.",,13,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0
2018,"robertson, nathan",,70,160,"columbus, ga.",k,13,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0
2018,"davis, abdul",,75,260,"macon, ga.",dl,10,0,9,1,10,5.0,3.0,0,0,0,0,0,2.0,1.0
2018,"bell, travis",,73,280,"montgomery, ala.",dl,13,12,17,7,24,3.0,0.0,0,0,1,1,0,2.0,0.0
2018,"barron, jayden",,74,285,"thomaston, ga.",dl,1,0,0,1,1,0.0,0.0,0,0,0,0,0,0.0,0.0
2018,"arrasmith, kyle",,77,273,"navarre, fla.",dl,10,0,5,0,5,0.0,0.0,0,1,0,0,0,0.0,0.0
2018,"flood, deontae",,73,247,"atlanta, ga.",dl,2,0,1,0,1,0.0,0.0,0,0,0,0,0,0.0,0.0
2018,"moore, peyton",,74,237,"hoschton, ga.",dl,13,0,9,2,11,12.0,9.0,0,0,1,1,0,4.0,2.0
2018,"billingslea, mckenzie",,76,280,"powder springs, ga.",dl,13,13,22,9,31,12.0,6.0,0,2,0,0,0,4.5,1.0
